IATA,Lat,Lon,Country,Continent
BMB,2.1827799999999997,22.481701,Congo,Africa
BMC,41.552399,-112.061996,United States,North America
BMD,-19.68670082,44.54190063,Madagascar,Africa
BME,-17.94470024,122.2320023,Australia,Oceania
BMG,39.14599991,-86.61669922,United States,North America
BMI,40.47710037,-88.91590118,United States,North America
BMK,53.59639,6.709167,Germany,Europe
BMM,2.075639963,11.493200300000002,Gabon,Africa
BMO,24.268999100000002,97.24620056,Myanmar,Asia
BMP,-20.80330086,149.2700043,Australia,Oceania
BMR,53.72472382,7.3733329770000005,Germany,Europe
BMT,30.07069969,-94.21579742,United States,North America
BMU,-8.539649962999999,118.6869965,Indonesia,Asia
BMV,12.66829968,108.1200027,Vietnam,Asia
BMW,21.375,0.9238889809999999,Algeria,Africa
BMX,59.36119843,-155.25900269999997,United States,North America
BMY,-19.72060013,163.6609955,New Caledonia,Oceania
BNA,36.12450027,-86.67819977,United States,North America
BNB,-0.216999993,20.85000038,Congo,Africa
BNC,0.575,29.4739,Congo,Africa
BND,27.21829987,56.37779999,Iran,Asia
BNE,-27.38419914,153.1170044,Australia,Oceania
BNG,33.92309952,-116.85099790000001,United States,North America
BNI,6.316979885,5.599500179,Nigeria,Africa
BNJ,50.76889038,7.163332939,Germany,Europe
BNK,-28.83390045,153.56199650000002,Australia,Oceania
BNM,-9.107777777999999,147.66672219999998,Papua New Guinea,Oceania
BNN,65.46109772,12.21749973,Norway,Europe
BNO,43.59189987,-118.95500179999999,United States,North America
BNP,32.9729,70.527901,Pakistan,Asia
BNS,8.615,-70.21416667,Venezuela,South America
BNU,-26.83060074,-49.09030151,Brazil,South America
BNX,44.94139862,17.29750061,Bosnia and Herzegovina,Europe
BOA,-5.854000092000001,13.06400013,Congo,Africa
BOB,-16.44440079,-151.7510071,French Polynesia,Oceania
BOC,9.340849876,-82.25080109,Panama,North America
BOD,44.82830048,-0.7155560259999999,France,Europe
BOG,4.70159,-74.1469,Colombia,South America
BOH,50.77999878,-1.8424999709999998,United Kingdom,Europe
BOI,43.5644,-116.223,United States,North America
BOJ,42.56959915,27.51519966,Bulgaria,Europe
BOM,19.08869934,72.86789703,India,Asia
BON,12.13099957,-68.26850128,"Bonaire, Sint Eustatius and Saba",North America
BOO,67.26920319,14.36530018,Norway,Europe
BOR,47.6556015,7.010829926,France,Europe
BOS,42.36429977,-71.00520325,United States,North America
BOU,47.05810165,2.3702800269999997,France,Europe
BOW,27.94339943,-81.78340149,United States,North America
BOX,-16.07530022,136.30200200000002,Australia,Oceania
BOY,11.16009998,-4.33096981,Burkina Faso,Africa
BPC,6.039239883,10.1225996,Cameroon,Africa
BPE,39.666389,119.058889,Myanmar,Asia
BPF,-8.562027778,158.1193056,Solomon Islands,Oceania
BPG,-15.86130047,-52.38890076,Brazil,South America
BPH,8.195949554,126.3219986,Philippines,Asia
BPI,42.58509827,-110.1110001,United States,North America
BPL,44.895,82.3,China,Asia
BPM,17.453100199999998,78.46759796,India,Asia
BPN,-1.268270016,116.8939972,Indonesia,Asia
BPS,-16.438601000000002,-39.080898,Brazil,South America
BPT,29.95079994,-94.02069855,United States,North America
BPX,30.55360031,97.10829926,China,Asia
BPY,-16.7445303,44.48248386,Madagascar,Africa
BQA,15.729308999999999,121.50003400000001,Philippines,Asia
BQB,-33.68842316,115.40159609999999,Australia,Oceania
BQE,11.29735565,-15.83807945,Guinea-Bissau,Africa
BQG,52.38,140.44799999999998,Russia,Europe
BQH,51.33079910000001,0.032499999,United Kingdom,Europe
BQJ,67.64800262,134.69500730000001,Russia,Europe
BQK,31.25880051,-81.46649933,United States,North America
BQL,-22.91329956,139.8999939,Australia,Oceania
BQN,18.49489975,-67.12940216,Puerto Rico,North America
BQS,50.42539978,127.41200259999998,Russia,Europe
BQT,52.108299,23.8981,Belarus,Europe
BQU,12.98840046,-61.26200104,Saint Vincent and the Grenadines,North America
BRA,-12.07890034,-45.00899887,Brazil,South America
BRC,-41.151199,-71.157501,Argentina,South America
BRD,46.39830017,-94.13809967,United States,North America
BRE,53.04750061,8.786669731,Germany,Europe
BRI,41.138901000000004,16.760599,Italy,Europe
BRK,-30.03919983,145.95199580000002,Australia,Oceania
BRL,40.78319931,-91.12550354,United States,North America
BRM,10.04274654,-69.35861969,Venezuela,South America
BRN,46.91410065,7.497149943999999,Switzerland,Europe
BRO,25.90679932,-97.42590332,United States,North America
BRQ,49.15129852,16.69440079,Czech Republic,Europe
BRR,57.0228,-7.443060000000001,United Kingdom,Europe
BRS,51.382702,-2.71909,United Kingdom,Europe
BRT,-11.76920033,130.61999509999998,Australia,Oceania
BRU,50.90140152,4.48443985,Belgium,Europe
BRV,53.50694300000001,8.572778,Germany,Europe
BRW,71.285402,-156.766008,United States,North America
BRX,18.25149918,-71.12039948,Dominican Republic,North America
BSA,11.27530003,49.14939879999999,Somalia,Africa
BSB,-15.86916733,-47.92083359,Brazil,South America
BSC,6.20292,-77.3947,Colombia,South America
BSD,25.053301,99.168297,China,Asia
BSF,19.76009941,-155.5540009,United States,North America
BSG,1.905470014,9.805680275,Equatorial Guinea,Africa
BSJ,-37.88750076,147.5679932,Australia,Oceania
BSK,34.79330063,5.738230228,Algeria,Africa
BSL,47.59,7.5291667,France,Europe
BSO,20.4513,121.980003,Philippines,Asia
BSR,30.54910088,47.66210175,Iraq,Asia
BST,31.55970001,64.36499786,Afghanistan,Asia
BSU,1.224720001,19.78890038,Congo,Africa
BSX,16.815201000000002,94.7799,Myanmar,Asia
BTC,7.705760000000001,81.678802,Sri Lanka,Asia
BTE,7.532420158,-12.51889992,Sierra Leone,Africa
BTH,1.121029973,104.11900329999999,Indonesia,Asia
BTI,70.13400269,-143.5820007,United States,North America
BTJ,5.522872024,95.42063713,Indonesia,Asia
BTK,56.37060165,101.697998,Russia,Europe
BTL,42.30730057,-85.25150299,United States,North America
BTM,45.95479965,-112.49700159999998,United States,North America
BTR,30.533199,-91.149597,United States,North America
BTS,48.17020035,17.21269989,Slovakia,Europe
BTT,66.91390228,-151.529007,United States,North America
BTU,3.123850107,113.0199966,Malaysia,Asia
BTV,44.47190094,-73.15329742,United States,North America
BTW,-3.4124100210000003,115.9950027,Indonesia,Asia
BTZ,40.23329926,29.00919914,Turkey,Asia
BUA,-5.422319889,154.67300419999998,Papua New Guinea,Oceania
BUC,-17.74860001,139.5339966,Australia,Oceania
BUD,47.429759999999995,19.261093,Hungary,Europe
BUF,42.94049835,-78.73220062,United States,North America
BUG,-12.60900021,13.40369987,Angola,Africa
BUI,-3.6822,138.6755,Indonesia,Asia
BUJ,35.33250046,4.206389904,Algeria,Africa
BUL,-7.216286671000001,146.6495419,Papua New Guinea,Oceania
BUN,3.81963,-76.9898,Colombia,South America
BUO,9.5275,45.5549,Somalia,Africa
BUP,30.27009964,74.75579834,India,Asia
BUQ,-20.017401,28.617901,Zimbabwe,Africa
BUR,34.20069885,-118.35900120000001,United States,North America
BUS,41.61029816,41.59970093,Georgia,Asia
BUT,27.5622,90.7471,Bhutan,Asia
BUU,-1.1278,102.135,Indonesia,Asia
BUW,-5.486879826,122.5690002,Indonesia,Asia
BUX,1.565719962,30.220800399999995,Congo,Africa
BUY,-33.37829971,115.677002,Australia,Oceania
BUZ,28.94479942,50.83459854,Iran,Asia
BVA,49.45439911,2.112780094,France,Europe
BVB,2.8413889410000004,-60.6922226,Brazil,South America
BVC,16.1364994,-22.88890076,Cabo Verde,Africa
BVE,45.039722,1.4855559999999999,France,Europe
BVG,70.871399,29.034201,Norway,Europe
BVH,-12.69439983,-60.09830093,Brazil,South America
BVI,-25.89749908,139.34800719999998,Australia,Oceania
BVS,-1.636530042,-50.4435997,Brazil,South America
BVY,42.58420181,-70.91649628,United States,North America
BWA,27.505684999999996,83.41629300000001,Nepal,Asia
BWB,-20.86440086,115.40599820000001,Australia,Oceania
BWE,52.319199,10.5561,Germany,Europe
BWF,54.1286111,-3.2675,United Kingdom,Europe
BWG,36.96450043,-86.41970062,United States,North America
BWH,5.465919971,100.3909988,Malaysia,Asia
BWI,39.1754,-76.668297,United States,North America
BWK,43.28570175,16.67970085,Croatia,Europe
BWN,4.944200039,114.9280014,Brunei,Asia
BWO,51.85829926,47.74560165,Russia,Europe
BWQ,-29.97389984,146.81700130000002,Australia,Oceania
BWT,-40.99890137,145.73100280000003,Australia,Oceania
BWU,-33.92440033,150.98800659999998,Australia,Oceania
BWW,22.62129974,-79.14720154,Cuba,North America
BWX,-8.31015,114.3401,Indonesia,Asia
BXB,-2.5322399140000003,133.4389954,Indonesia,Asia
BXE,14.84729958,-12.46829987,Senegal,Africa
BXG,-36.73939896,144.33000180000002,Australia,Oceania
BXH,46.89329910000001,75.00499725,Kazakhstan,Asia
BXK,33.42039871,-112.685997,United States,North America
BXN,37.14009857,27.66970062,Turkey,Asia
BXO,46.974444,8.396944,Switzerland,Europe
BXP,52.00078,23.132527800000002,Poland,Europe
BXR,29.08419991,58.45000076,Iran,Asia
BXU,8.9515,125.4788,Philippines,Asia
BXY,45.621994,63.210772999999996,Kazakhstan,Asia
BYC,-21.96089935,-63.65169907,Bolivia,South America
BYF,49.9715004,2.6976599689999996,France,Europe
BYH,35.96429825,-89.94400024,United States,North America
BYI,42.54259872,-113.77200320000001,United States,North America
BYJ,38.078899,-7.9324,Portugal,Europe
BYK,7.738800049,-5.07366991,Cote d'Ivoire,Africa
BYM,20.39640045,-76.62139893,Cuba,North America
BYN,46.16329956,100.70400240000001,Mongolia,Asia
BYO,-21.247298999999998,-56.452498999999996,Brazil,South America
BYP,-22.673900600000003,119.1660004,Australia,Oceania
BYQ,3.455719948,117.86699679999998,Indonesia,Asia
BYR,57.27719879,11.00010014,Denmark,Europe
BYS,35.2804985,-116.6299973,United States,North America
BYT,51.66859818,-9.48416996,Ireland,Europe
BYU,49.985001000000004,11.64,Germany,Europe
BZA,13.94999981,-84.59999847,Nicaragua,North America
BZC,-22.77099991,-41.96289825,Brazil,South America
BZD,-34.62360001,143.5780029,Australia,Oceania
BZE,17.53910065,-88.30819702,Belize,North America
BZG,53.09680176,17.97769928,Poland,Europe
BZH,-16.81699944,28.35000038,Zimbabwe,Africa
BZI,39.61930084,27.9260006,Turkey,Asia
BZK,53.214199,34.176398999999996,Russia,Europe
BZL,22.801000600000002,90.30120087,Bangladesh,Asia
BZN,45.77750015,-111.15299990000001,United States,North America
BZO,46.460201,11.3264,Italy,Europe
BZR,43.32350159,3.3538999560000002,France,Europe
BZU,2.818350077,24.79369926,Congo,Africa
BZV,-4.2516999239999995,15.25300026,Congo,Africa
BZY,47.843056,27.777222,Moldova,Europe
BZZ,51.75,-1.58362,United Kingdom,Europe
CAB,-5.596990108,12.18840027,Angola,Africa
CAC,-25.00029945,-53.50080109,Brazil,South America
CAE,33.93880081,-81.11949921,United States,North America
CAF,-4.871520042,-66.89749908,Brazil,South America
CAG,39.251499,9.05428,Italy,Europe
CAH,9.177667,105.177778,Vietnam,Asia
CAI,30.12190056,31.40559959,Egypt,Africa
CAJ,6.231988907000001,-62.85443115,Venezuela,South America
CAK,40.91609955,-81.44219971,United States,North America
CAL,55.43719864,-5.686389922999999,United Kingdom,Europe
CAN,23.39240074,113.29900359999999,China,Asia
CAP,19.733,-72.194702,Haiti,North America
CAQ,7.96847,-75.1985,Colombia,South America
CAR,46.87149811,-68.01789856,United States,North America
CAT,38.724998,-9.35523,Portugal,Europe
CAU,-8.282389641,-36.01350021,Brazil,South America
CAW,-21.69829941,-41.30170059,Brazil,South America
CAX,54.9375,-2.809170008,United Kingdom,Europe
CAY,4.8198099139999995,-52.36040115,French Guiana,South America
CAZ,-31.53829956,145.7940063,Australia,Oceania
CBB,-17.42110062,-66.17710114,Bolivia,South America
CBD,9.152509689,92.81960297,India,Asia
CBE,39.61539841,-78.7609024,United States,North America
CBF,41.25920105,-95.76059723,United States,North America
CBG,52.205002,0.175,United Kingdom,Europe
CBH,31.64570045,-2.269860029,Algeria,Africa
CBJ,17.92900085,-71.64479828,Dominican Republic,North America
CBL,8.122160912,-63.53695679,Venezuela,South America
CBM,33.64379883,-88.44380188,United States,North America
CBN,-6.756140232000001,108.54000090000001,Indonesia,Asia
CBO,7.165239811,124.20999909999999,Philippines,Asia
CBQ,4.976019859,8.347200394,Nigeria,Africa
CBR,-35.30690002,149.19500730000001,Australia,Oceania
CBT,-12.4792,13.4869,Angola,Africa
CBU,51.889441999999995,14.531944000000001,Germany,Europe
CBV,15.46899986,-90.40670013,Guatemala,North America
CCA,-16.976834,-65.14556800000001,Bolivia,South America
CCB,34.11159897,-117.6880035,United States,North America
CCC,22.46100044,-78.32839966,Cuba,North America
CCF,43.2159996,2.306319952,France,Europe
CCH,-46.58330154,-71.68740082,Chile,South America
CCI,-27.18059921,-52.05270004,Brazil,South America
CCJ,11.13679981,75.95529938,India,Asia
CCK,-12.18830013,96.83390045,Cocos (Keeling) Islands,Asia
CCL,-26.77499962,150.6170044,Australia,Oceania
CCM,-28.72444344,-49.42139053,Brazil,South America
CCN,34.53300095,65.26699829,Afghanistan,Asia
CCP,-36.772701,-73.063103,Chile,South America
CCR,37.98970032,-122.0569992,United States,North America
CCS,10.601194,-66.991222,Venezuela,South America
CCU,22.65469933,88.44670105,India,Asia
CCV,-16.264999,167.923996,Vanuatu,Oceania
CCX,-16.04360008,-57.62990189,Brazil,South America
CCY,43.07260132,-92.6108017,United States,North America
CCZ,25.41710091,-77.88089752,Bahamas,North America
CDA,-12.90330029,132.5319977,Australia,Oceania
CDB,55.20610046,-162.7250061,United States,North America
CDC,37.70100021,-113.09899899999999,United States,North America
CDE,41.1225,118.073889,China,Asia
CDG,49.012798,2.55,France,Europe
CDJ,-8.348349571,-49.30149841,Brazil,South America
CDN,34.28359985,-80.56490326,United States,North America
CDP,14.51,78.772778,India,Asia
CDR,42.83760071,-103.0950012,United States,North America
CDS,34.43379974,-100.288002,United States,North America
CDT,40.213889,0.07333300000000001,Spain,Europe
CDU,-34.04029846,150.68699650000002,Australia,Oceania
CDV,60.49179839999999,-145.4779968,United States,North America
CDW,40.87519836,-74.28140259,United States,North America
CEB,10.30749989,123.9789963,Philippines,Asia
CEC,41.78020096,-124.23699950000001,United States,North America
CED,-32.13059998,133.7100067,Australia,Oceania
CEE,59.27360153,38.01580048,Russia,Europe
CEF,42.19400024,-72.53479767,United States,North America
CEG,53.17810059,-2.977780104,United Kingdom,Europe
CEI,19.95229912,99.88289642,Thailand,Asia
CEJ,51.40219879,31.158300399999995,Ukraine,Europe
CEK,55.305801,61.5033,Russia,Europe
CEM,65.57379913,-144.78300480000001,United States,North America
CEN,27.39259911,-109.83300020000001,Mexico,North America
CEQ,43.542,6.95348,France,Europe
CER,49.65010071,-1.470280051,France,Europe
CES,-32.787498,151.341995,Australia,Oceania
CET,47.08209991,-0.87706399,France,Europe
CEU,34.67190170000001,-82.8864975,United States,North America
CEW,30.77879906,-86.52210236,United States,North America
CEZ,37.3030014,-108.62799840000002,United States,North America
CFB,-22.92169952,-42.07429886,Brazil,South America
CFC,-26.78840065,-50.93980026,Brazil,South America
CFD,30.71570015,-96.33139801,United States,North America
CFE,45.7867012,3.1691699030000002,France,Europe
CFG,22.14999962,-80.41419983,Cuba,North America
CFK,36.21269989,1.331769943,Algeria,Africa
CFN,55.04420089999999,-8.340999603,Ireland,Europe
CFO,-10.63440037,-51.56359863,Brazil,South America
CFR,49.1733017,-0.44999998799999996,France,Europe
CFS,-30.32060051,153.11599730000003,Australia,Oceania
CFU,39.60189819,19.911699300000002,Greece,Europe
CFV,37.09400177,-95.57189941,United States,North America
CGB,-15.65289974,-56.11669922,Brazil,South America
CGD,28.91889954,111.6399994,China,Asia
CGF,41.56510162,-81.48639679,United States,North America
CGH,-23.62611008,-46.65638733,Brazil,South America
CGI,37.22529984,-89.57080078,United States,North America
CGJ,-12.57279968,27.89389992,Zambia,Africa
CGK,-6.12556982,106.65599820000001,Indonesia,Asia
CGM,9.253520012000001,124.7070007,Philippines,Asia
CGN,50.86589813,7.142739773,Germany,Europe
CGO,34.519699100000004,113.8410034,China,Asia
CGP,22.24959946,91.81330109,Bangladesh,Asia
CGQ,43.99620056,125.6849976,China,Asia
CGR,-20.46870041,-54.67250061,Brazil,South America
CGX,41.85879898,-87.60790253,United States,North America
CGY,8.612203,124.456496,Philippines,Asia
CGZ,32.954899,-111.766998,United States,North America
CHA,35.03530121,-85.20379639,United States,North America
CHC,-43.48939896,172.5319977,New Zealand,Oceania
CHF,35.140248,128.69622900000002,"Korea, Republic of",Asia
CHG,41.538101,120.434998,China,Asia
CHH,-6.201809882999999,-77.85610199,Peru,South America
CHM,-9.149609566,-78.52380371,Peru,South America
CHN,35.87808,127.11911200000002,"Korea, Republic of",Asia
CHO,38.138599400000004,-78.45290375,United States,North America
CHQ,35.53170013,24.14970016,Greece,Europe
CHR,46.860278,1.721111,France,Europe
CHS,32.89860153,-80.04049683,United States,North America
CHT,-43.81000137,-176.4570007,New Zealand,Oceania
CHU,61.579102,-159.216003,United States,North America
CHX,9.458962,-82.515062,Panama,North America
CHY,-6.711944,156.39611100000002,Solomon Islands,Oceania
CIA,41.7994,12.5949,Italy,Europe
CIC,39.79539871,-121.8580017,United States,North America
CID,41.88470078,-91.71080017,United States,North America
CIF,42.23500061,118.90799709999999,China,Asia
CIH,36.247501,113.125999,China,Asia
CIJ,-11.04039955,-68.78299713,Bolivia,South America
CIK,66.64499664,-143.7400055,United States,North America
CIO,-23.442363,-57.427253,Paraguay,South America
CIP,-13.55830002,32.58720016,Zambia,Africa
CIS,-2.76812005,-171.71000669999998,Kiribati,Oceania
CIT,42.36420059,69.47889709,Kazakhstan,Asia
CIU,46.25080109,-84.47239685,United States,North America
CIW,12.699000000000002,-61.3424,Saint Vincent and the Grenadines,North America
CIX,-6.787479877000001,-79.82810211,Peru,South America
CIY,36.994601,14.607182,Italy,Europe
CIZ,-4.134059906,-63.13259888,Brazil,South America
CJA,-7.139180183,-78.48940277,Peru,South America
CJB,11.02999973,77.04340363,India,Asia
CJC,-22.49819946,-68.9036026,Chile,South America
CJF,-22.966699600000002,118.8130035,Australia,Oceania
CJJ,36.717008,127.498741,"Korea, Republic of",Asia
CJL,35.88660049,71.80059814,Pakistan,Asia
CJM,10.71119976,99.36170197,Thailand,Asia
CJN,-7.719894999999999,108.48899499999999,Indonesia,Asia
CJS,31.63610077,-106.4290009,Mexico,North America
CJU,33.51129913,126.49299620000001,"Korea, Republic of",Asia
CKB,39.29660034,-80.22810364,United States,North America
CKC,49.41559982,31.99530029,Ukraine,Europe
CKG,29.71920013,106.6419983,China,Asia
CKH,70.62310028,147.90199280000002,Russia,Europe
